,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,month
4213,Kohl's,1185732,2021-01-12,Northeast,Delaware,Wilmington,Men's Apparel,45.0,175.0,7875.0,2363.0,In-store,2021,1
4214,Kohl's,1185732,2021-01-12,Northeast,Delaware,Wilmington,Women's Apparel,35.0,275.0,9625.0,3850.0,In-store,2021,1
4215,Kohl's,1185732,2021-02-10,Northeast,Delaware,Wilmington,Men's Street Footwear,35.0,525.0,18375.0,6431.0,In-store,2021,2
4216,Kohl's,1185732,2021-02-10,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,175.0,6125.0,2144.0,In-store,2021,2
4217,Kohl's,1185732,2021-02-10,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,225.0,5625.0,2250.0,In-store,2021,2
4218,Kohl's,1185732,2021-02-10,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,100.0,3000.0,1200.0,In-store,2021,2
4219,Kohl's,1185732,2021-02-10,Northeast,New Jersey,Newark,Men's Apparel,45.0,175.0,7875.0,2363.0,In-store,2021,2
4220,Kohl's,1185732,2021-02-10,Northeast,New Jersey,Newark,Women's Apparel,35.0,275.0,9625.0,3850.0,In-store,2021,2
4221,Kohl's,1185732,2021-03-08,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,495.0,17325.0,6064.0,In-store,2021,3
4222,Kohl's,1185732,2021-03-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.0,200.0,7000.0,2450.0,In-store,2021,3
4223,Kohl's,1185732,2021-03-08,Northeast,New Jersey,Newark,Women's Street Footwear,25.0,225.0,5625.0,2250.0,In-store,2021,3
4224,Kohl's,1185732,2021-03-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,75.0,2250.0,900.0,In-store,2021,3
4225,Kohl's,1185732,2021-03-08,Northeast,New Jersey,Newark,Men's Apparel,45.0,125.0,5625.0,1688.0,In-store,2021,3
4226,Kohl's,1185732,2021-03-08,Northeast,New Jersey,Newark,Women's Apparel,35.0,225.0,7875.0,3150.0,In-store,2021,3
4227,Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,475.0,16625.0,5819.0,In-store,2021,4
4228,Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.0,175.0,6125.0,2144.0,In-store,2021,4
4229,Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Women's Street Footwear,25.0,175.0,4375.0,1750.0,In-store,2021,4
4230,Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,100.0,3000.0,1200.0,In-store,2021,4
4231,Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Men's Apparel,45.0,100.0,4500.0,1350.0,In-store,2021,4
4232,Kohl's,1185732,2021-04-09,Northeast,New Jersey,Newark,Women's Apparel,35.0,250.0,8750.0,3500.0,In-store,2021,4
4233,Kohl's,1185732,2021-05-08,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,520.0,26000.0,9100.0,In-store,2021,5
4234,Kohl's,1185732,2021-05-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,225.0,10125.0,3544.0,In-store,2021,5
4235,Kohl's,1185732,2021-05-08,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,250.0,10000.0,4000.0,In-store,2021,5
4236,Kohl's,1185732,2021-05-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,200.0,8000.0,3200.0,In-store,2021,5
4237,Kohl's,1185732,2021-05-08,Northeast,New Jersey,Newark,Men's Apparel,50.0,225.0,11250.0,3375.0,In-store,2021,5
4238,Kohl's,1185732,2021-05-08,Northeast,New Jersey,Newark,Women's Apparel,55.0,350.0,19250.0,7700.0,In-store,2021,5
4239,Kohl's,1185732,2021-06-10,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,600.0,30000.0,10500.0,In-store,2021,6
4240,Kohl's,1185732,2021-06-10,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,350.0,15750.0,5513.0,In-store,2021,6
4241,Kohl's,1185732,2021-06-10,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,275.0,11000.0,4400.0,In-store,2021,6
4242,Kohl's,1185732,2021-06-10,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,250.0,10000.0,4000.0,In-store,2021,6
4243,Kohl's,1185732,2021-06-10,Northeast,New Jersey,Newark,Men's Apparel,50.0,250.0,12500.0,3750.0,In-store,2021,6
4244,Kohl's,1185732,2021-06-10,Northeast,New Jersey,Newark,Women's Apparel,55.0,400.0,22000.0,8800.0,In-store,2021,6
4245,Kohl's,1185732,2021-07-08,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,625.0,31250.0,10938.0,In-store,2021,7
4246,Kohl's,1185732,2021-07-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,375.0,16875.0,5906.0,In-store,2021,7
4247,Kohl's,1185732,2021-07-08,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,300.0,12000.0,4800.0,In-store,2021,7
4248,Kohl's,1185732,2021-07-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,250.0,10000.0,4000.0,In-store,2021,7
4249,Kohl's,1185732,2021-07-08,Northeast,New Jersey,Newark,Men's Apparel,50.0,275.0,13750.0,4125.0,In-store,2021,7
4250,Kohl's,1185732,2021-07-08,Northeast,New Jersey,Newark,Women's Apparel,55.0,450.0,24750.0,9900.0,In-store,2021,7
4251,Kohl's,1185732,2021-08-09,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,600.0,30000.0,10500.0,In-store,2021,8
4252,Kohl's,1185732,2021-08-09,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,375.0,16875.0,5906.0,In-store,2021,8
4253,Kohl's,1185732,2021-08-09,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,300.0,12000.0,4800.0,In-store,2021,8
4254,Kohl's,1185732,2021-08-09,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,200.0,8000.0,3200.0,In-store,2021,8
4255,Kohl's,1185732,2021-08-09,Northeast,New Jersey,Newark,Men's Apparel,50.0,175.0,8750.0,2625.0,In-store,2021,8
4256,Kohl's,1185732,2021-08-09,Northeast,New Jersey,Newark,Women's Apparel,55.0,350.0,19250.0,7700.0,In-store,2021,8
4257,Kohl's,1185732,2021-09-08,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,475.0,23750.0,8313.0,In-store,2021,9
4258,Kohl's,1185732,2021-09-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,275.0,12375.0,4331.0,In-store,2021,9
4259,Kohl's,1185732,2021-09-08,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,175.0,7000.0,2800.0,In-store,2021,9
4260,Kohl's,1185732,2021-09-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,150.0,6000.0,2400.0,In-store,2021,9
4261,Kohl's,1185732,2021-09-08,Northeast,New Jersey,Newark,Men's Apparel,50.0,150.0,7500.0,2250.0,In-store,2021,9
4262,Kohl's,1185732,2021-09-08,Northeast,New Jersey,Newark,Women's Apparel,55.0,250.0,13750.0,5500.0,In-store,2021,9
4263,Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Men's Street Footwear,55.0,425.0,23375.0,8181.0,In-store,2021,10
4264,Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,250.0,12500.0,4375.0,In-store,2021,10
4265,Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,150.0,7500.0,3000.0,In-store,2021,10
4266,Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,125.0,6250.0,2500.0,In-store,2021,10
4267,Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Men's Apparel,60.0,125.0,7500.0,2250.0,In-store,2021,10
4268,Sports Direct,1185732,2021-10-10,Northeast,New Jersey,Newark,Women's Apparel,65.0,250.0,16250.0,6500.0,In-store,2021,10
4269,Sports Direct,1185732,2021-11-09,Northeast,New Jersey,Newark,Men's Street Footwear,60.0,400.0,24000.0,8400.0,In-store,2021,11
4270,Sports Direct,1185732,2021-11-09,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,275.0,13750.0,4813.0,In-store,2021,11
4271,Sports Direct,1185732,2021-11-09,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,270.0,13500.0,5400.0,In-store,2021,11
4272,Sports Direct,1185732,2021-11-09,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,250.0,12500.0,5000.0,In-store,2021,11
4273,Sports Direct,1185732,2021-11-09,Northeast,New Jersey,Newark,Men's Apparel,60.0,225.0,13500.0,4050.0,In-store,2021,11
4274,Sports Direct,1185732,2021-11-09,Northeast,New Jersey,Newark,Women's Apparel,65.0,325.0,21125.0,8450.0,In-store,2021,11
4275,Sports Direct,1185732,2021-12-08,Northeast,New Jersey,Newark,Men's Street Footwear,60.0,550.0,33000.0,11550.0,In-store,2021,12
4276,Sports Direct,1185732,2021-12-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,350.0,17500.0,6125.0,In-store,2021,12
4277,Sports Direct,1185732,2021-12-08,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,325.0,16250.0,6500.0,In-store,2021,12
4278,Sports Direct,1185732,2021-12-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,275.0,13750.0,5500.0,In-store,2021,12
4279,Sports Direct,1185732,2021-12-08,Northeast,New Jersey,Newark,Men's Apparel,60.0,275.0,16500.0,4950.0,In-store,2021,12
4280,Sports Direct,1185732,2021-12-08,Northeast,New Jersey,Newark,Women's Apparel,65.0,375.0,24375.0,9750.0,In-store,2021,12
4281,Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Men's Street Footwear,40.0,500.0,20000.0,8000.0,In-store,2021,1
4282,Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,300.0,12000.0,4800.0,In-store,2021,1
4283,Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Women's Street Footwear,30.0,300.0,9000.0,2700.0,In-store,2021,1
4284,Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Women's Athletic Footwear,35.0,150.0,5250.0,1575.0,In-store,2021,1
4285,Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Men's Apparel,50.0,200.0,10000.0,3000.0,In-store,2021,1
4286,Sports Direct,1185732,2021-01-09,Northeast,New Jersey,Newark,Women's Apparel,40.0,300.0,12000.0,4200.0,In-store,2021,1
4287,Sports Direct,1185732,2021-02-07,Northeast,New Jersey,Newark,Men's Street Footwear,40.0,550.0,22000.0,8800.0,In-store,2021,2
4288,Sports Direct,1185732,2021-02-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,200.0,8000.0,3200.0,In-store,2021,2
4289,Sports Direct,1185732,2021-02-07,Northeast,New Jersey,Newark,Women's Street Footwear,30.0,250.0,7500.0,2250.0,In-store,2021,2
4290,Sports Direct,1185732,2021-02-07,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,125.0,4375.0,1313.0,In-store,2021,2
4291,Sports Direct,1185732,2021-02-07,Northeast,Connecticut,Hartford,Men's Apparel,50.0,200.0,10000.0,3000.0,In-store,2021,2
4292,Sports Direct,1185732,2021-02-07,Northeast,Connecticut,Hartford,Women's Apparel,40.0,300.0,12000.0,4200.0,In-store,2021,2
4293,Sports Direct,1185732,2021-03-05,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,520.0,20800.0,8320.0,In-store,2021,3
4294,Sports Direct,1185732,2021-03-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40.0,225.0,9000.0,3600.0,In-store,2021,3
4295,Sports Direct,1185732,2021-03-05,Northeast,Connecticut,Hartford,Women's Street Footwear,30.0,250.0,7500.0,2250.0,In-store,2021,3
4296,Sports Direct,1185732,2021-03-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,100.0,3500.0,1050.0,In-store,2021,3
4297,Sports Direct,1185732,2021-03-05,Northeast,Connecticut,Hartford,Men's Apparel,50.0,150.0,7500.0,2250.0,In-store,2021,3
4298,Sports Direct,1185732,2021-03-05,Northeast,Connecticut,Hartford,Women's Apparel,40.0,250.0,10000.0,3500.0,In-store,2021,3
4299,Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,500.0,20000.0,8000.0,In-store,2021,4
4300,Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40.0,200.0,8000.0,3200.0,In-store,2021,4
4301,Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Women's Street Footwear,30.0,200.0,6000.0,1800.0,In-store,2021,4
4302,Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,125.0,4375.0,1313.0,In-store,2021,4
4303,Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Men's Apparel,50.0,125.0,6250.0,1875.0,In-store,2021,4
4304,Sports Direct,1185732,2021-04-06,Northeast,Connecticut,Hartford,Women's Apparel,40.0,275.0,11000.0,3850.0,In-store,2021,4
4305,Sports Direct,1185732,2021-05-05,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,545.0,29975.0,11990.0,In-store,2021,5
4306,Sports Direct,1185732,2021-05-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,250.0,12500.0,5000.0,In-store,2021,5
4307,Sports Direct,1185732,2021-05-05,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,275.0,12375.0,3713.0,In-store,2021,5
4308,Sports Direct,1185732,2021-05-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,225.0,10125.0,3038.0,In-store,2021,5
4309,Sports Direct,1185732,2021-05-05,Northeast,Connecticut,Hartford,Men's Apparel,55.0,250.0,13750.0,4125.0,In-store,2021,5
4310,Sports Direct,1185732,2021-05-05,Northeast,Connecticut,Hartford,Women's Apparel,60.0,375.0,22500.0,7875.0,In-store,2021,5
4311,Sports Direct,1185732,2021-06-07,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,625.0,34375.0,13750.0,In-store,2021,6
4312,Sports Direct,1185732,2021-06-07,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,375.0,18750.0,7500.0,In-store,2021,6
4313,Sports Direct,1185732,2021-06-07,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,300.0,13500.0,4050.0,In-store,2021,6
4314,Sports Direct,1185732,2021-06-07,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,275.0,12375.0,3713.0,In-store,2021,6
4315,Sports Direct,1185732,2021-06-07,Northeast,Connecticut,Hartford,Men's Apparel,55.0,275.0,15125.0,4538.0,In-store,2021,6
4316,Sports Direct,1185732,2021-06-07,Northeast,Connecticut,Hartford,Women's Apparel,60.0,425.0,25500.0,8925.0,In-store,2021,6
4317,Sports Direct,1185732,2021-07-05,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,650.0,35750.0,14300.0,In-store,2021,7
4318,Sports Direct,1185732,2021-07-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,400.0,20000.0,8000.0,In-store,2021,7
4319,Sports Direct,1185732,2021-07-05,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,325.0,14625.0,4388.0,In-store,2021,7
4320,Sports Direct,1185732,2021-07-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,275.0,12375.0,3713.0,In-store,2021,7
4321,Sports Direct,1185732,2021-07-05,Northeast,Connecticut,Hartford,Men's Apparel,55.0,300.0,16500.0,4950.0,In-store,2021,7
4322,Sports Direct,1185732,2021-07-05,Northeast,Connecticut,Hartford,Women's Apparel,60.0,475.0,28500.0,9975.0,In-store,2021,7
4323,Sports Direct,1185732,2021-08-06,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,625.0,34375.0,13750.0,In-store,2021,8
4324,Sports Direct,1185732,2021-08-06,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,400.0,20000.0,8000.0,In-store,2021,8
4325,Sports Direct,1185732,2021-08-06,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,325.0,14625.0,4388.0,In-store,2021,8
4326,Sports Direct,1185732,2021-08-06,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,225.0,10125.0,3038.0,In-store,2021,8
4327,Sports Direct,1185732,2021-08-06,Northeast,Connecticut,Hartford,Men's Apparel,55.0,200.0,11000.0,3300.0,In-store,2021,8
4328,Sports Direct,1185732,2021-08-06,Northeast,Connecticut,Hartford,Women's Apparel,60.0,375.0,22500.0,7875.0,In-store,2021,8
4329,Sports Direct,1185732,2021-09-05,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,500.0,27500.0,11000.0,In-store,2021,9
4330,Sports Direct,1185732,2021-09-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,300.0,15000.0,6000.0,In-store,2021,9
4331,Sports Direct,1185732,2021-09-05,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,200.0,9000.0,2700.0,In-store,2021,9
4332,Sports Direct,1185732,2021-09-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,175.0,7875.0,2363.0,In-store,2021,9
4333,Sports Direct,1185732,2021-09-05,Northeast,Connecticut,Hartford,Men's Apparel,55.0,175.0,9625.0,2888.0,In-store,2021,9
4334,Sports Direct,1185732,2021-09-05,Northeast,Connecticut,Hartford,Women's Apparel,60.0,275.0,16500.0,5775.0,In-store,2021,9
4335,Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Street Footwear,60.0,450.0,27000.0,10800.0,In-store,2021,10
4336,Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,275.0,15125.0,6050.0,In-store,2021,10
4337,Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,175.0,9625.0,2888.0,In-store,2021,10
4338,Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,150.0,8250.0,2475.0,In-store,2021,10
4339,Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Apparel,65.0,150.0,9750.0,2925.0,In-store,2021,10
4340,Foot Locker,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Apparel,70.0,275.0,19250.0,6738.0,In-store,2021,10
4341,Foot Locker,1185732,2021-11-06,Northeast,Connecticut,Hartford,Men's Street Footwear,65.0,425.0,27625.0,11050.0,In-store,2021,11
4342,Foot Locker,1185732,2021-11-06,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,300.0,16500.0,6600.0,In-store,2021,11
4343,Foot Locker,1185732,2021-11-06,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,295.0,16225.0,4868.0,In-store,2021,11
4344,Foot Locker,1185732,2021-11-06,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,275.0,15125.0,4538.0,In-store,2021,11
4345,Foot Locker,1185732,2021-11-06,Northeast,Connecticut,Hartford,Men's Apparel,65.0,250.0,16250.0,4875.0,In-store,2021,11
4346,Foot Locker,1185732,2021-11-06,Northeast,Connecticut,Hartford,Women's Apparel,70.0,350.0,24500.0,8575.0,In-store,2021,11
4347,Foot Locker,1185732,2021-12-05,Northeast,Connecticut,Hartford,Men's Street Footwear,65.0,575.0,37375.0,14950.0,In-store,2021,12
4348,Foot Locker,1185732,2021-12-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,375.0,20625.0,8250.0,In-store,2021,12
4349,Foot Locker,1185732,2021-12-05,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,350.0,19250.0,5775.0,In-store,2021,12
4350,Foot Locker,1185732,2021-12-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,300.0,16500.0,4950.0,In-store,2021,12
4351,Foot Locker,1185732,2021-12-05,Northeast,Connecticut,Hartford,Men's Apparel,65.0,300.0,19500.0,5850.0,In-store,2021,12
4352,Foot Locker,1185732,2021-12-05,Northeast,Connecticut,Hartford,Women's Apparel,70.0,400.0,28000.0,9800.0,In-store,2021,12
4353,Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Men's Street Footwear,35.0,425.0,14875.0,5206.0,In-store,2021,1
4354,Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35.0,225.0,7875.0,2756.0,In-store,2021,1
4355,Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Women's Street Footwear,25.0,225.0,5625.0,2250.0,In-store,2021,1
4356,Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.0,75.0,2250.0,900.0,In-store,2021,1
4357,Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Men's Apparel,45.0,125.0,5625.0,1688.0,In-store,2021,1
4358,Foot Locker,1185732,2021-01-12,Northeast,Connecticut,Hartford,Women's Apparel,35.0,225.0,7875.0,3150.0,In-store,2021,1
4359,Foot Locker,1185732,2021-02-10,Northeast,Connecticut,Hartford,Men's Street Footwear,35.0,475.0,16625.0,5819.0,In-store,2021,2
4360,Foot Locker,1185732,2021-02-10,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35.0,125.0,4375.0,1531.0,In-store,2021,2
4361,Foot Locker,1185732,2021-02-10,Northeast,Connecticut,Hartford,Women's Street Footwear,25.0,175.0,4375.0,1750.0,In-store,2021,2
4362,Foot Locker,1185732,2021-02-10,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,50.0,1500.0,600.0,In-store,2021,2
4363,Foot Locker,1185732,2021-02-10,Northeast,Rhode Island,Providence,Men's Apparel,45.0,125.0,5625.0,1688.0,In-store,2021,2
4364,Foot Locker,1185732,2021-02-10,Northeast,Rhode Island,Providence,Women's Apparel,35.0,225.0,7875.0,3150.0,In-store,2021,2
4365,Foot Locker,1185732,2021-03-08,Northeast,Rhode Island,Providence,Men's Street Footwear,35.0,445.0,15575.0,5451.0,In-store,2021,3
4366,Foot Locker,1185732,2021-03-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.0,150.0,5250.0,1838.0,In-store,2021,3
4367,Foot Locker,1185732,2021-03-08,Northeast,Rhode Island,Providence,Women's Street Footwear,25.0,175.0,4375.0,1750.0,In-store,2021,3
4368,Foot Locker,1185732,2021-03-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,25.0,750.0,300.0,In-store,2021,3
4369,Foot Locker,1185732,2021-03-08,Northeast,Rhode Island,Providence,Men's Apparel,45.0,75.0,3375.0,1013.0,In-store,2021,3
4370,Foot Locker,1185732,2021-03-08,Northeast,Rhode Island,Providence,Women's Apparel,35.0,175.0,6125.0,2450.0,In-store,2021,3
4371,Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Men's Street Footwear,35.0,425.0,14875.0,5206.0,In-store,2021,4
4372,Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.0,125.0,4375.0,1531.0,In-store,2021,4
4373,Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Women's Street Footwear,25.0,125.0,3125.0,1250.0,In-store,2021,4
4374,Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,50.0,1500.0,600.0,In-store,2021,4
4375,Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Men's Apparel,45.0,50.0,2250.0,675.0,In-store,2021,4
4376,Foot Locker,1185732,2021-04-09,Northeast,Rhode Island,Providence,Women's Apparel,35.0,200.0,7000.0,2800.0,In-store,2021,4
4377,Foot Locker,1185732,2021-05-08,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,470.0,23500.0,8225.0,In-store,2021,5
4378,Foot Locker,1185732,2021-05-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,175.0,7875.0,2756.0,In-store,2021,5
4379,Foot Locker,1185732,2021-05-08,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,200.0,8000.0,3200.0,In-store,2021,5
4380,Foot Locker,1185732,2021-05-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,150.0,6000.0,2400.0,In-store,2021,5
4381,Foot Locker,1185732,2021-05-08,Northeast,Rhode Island,Providence,Men's Apparel,50.0,175.0,8750.0,2625.0,In-store,2021,5
4382,Foot Locker,1185732,2021-05-08,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300.0,16500.0,6600.0,In-store,2021,5
4383,Foot Locker,1185732,2021-06-10,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,550.0,27500.0,9625.0,In-store,2021,6
4384,Foot Locker,1185732,2021-06-10,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,300.0,13500.0,4725.0,In-store,2021,6
4385,Foot Locker,1185732,2021-06-10,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,225.0,9000.0,3600.0,In-store,2021,6
4386,Foot Locker,1185732,2021-06-10,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,200.0,8000.0,3200.0,In-store,2021,6
4387,Foot Locker,1185732,2021-06-10,Northeast,Rhode Island,Providence,Men's Apparel,50.0,200.0,10000.0,3000.0,In-store,2021,6
4388,Foot Locker,1185732,2021-06-10,Northeast,Rhode Island,Providence,Women's Apparel,55.0,350.0,19250.0,7700.0,In-store,2021,6
4389,Foot Locker,1185732,2021-07-08,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,575.0,28750.0,10063.0,In-store,2021,7
4390,Foot Locker,1185732,2021-07-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,325.0,14625.0,5119.0,In-store,2021,7
4391,Foot Locker,1185732,2021-07-08,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,250.0,10000.0,4000.0,In-store,2021,7
4392,Foot Locker,1185732,2021-07-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,200.0,8000.0,3200.0,In-store,2021,7
4393,Foot Locker,1185732,2021-07-08,Northeast,Rhode Island,Providence,Men's Apparel,50.0,225.0,11250.0,3375.0,In-store,2021,7
4394,Foot Locker,1185732,2021-07-08,Northeast,Rhode Island,Providence,Women's Apparel,55.0,400.0,22000.0,8800.0,In-store,2021,7
4395,Foot Locker,1185732,2021-08-09,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,550.0,27500.0,9625.0,In-store,2021,8
4396,Foot Locker,1185732,2021-08-09,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,325.0,14625.0,5119.0,In-store,2021,8
4397,Foot Locker,1185732,2021-08-09,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,250.0,10000.0,4000.0,In-store,2021,8
4398,Foot Locker,1185732,2021-08-09,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,150.0,6000.0,2400.0,In-store,2021,8
4399,Foot Locker,1185732,2021-08-09,Northeast,Rhode Island,Providence,Men's Apparel,50.0,125.0,6250.0,1875.0,In-store,2021,8
4400,Foot Locker,1185732,2021-08-09,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300.0,16500.0,6600.0,In-store,2021,8
4401,Foot Locker,1185732,2021-09-08,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,425.0,21250.0,7438.0,In-store,2021,9
4402,Foot Locker,1185732,2021-09-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,225.0,10125.0,3544.0,In-store,2021,9
